,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
3987,Hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,
1334,Hypertension,headache,chest pain,dizziness,lack of concentration,,
1333,Hypertension,headache,chest pain,loss of balance,lack of concentration,,
2716,Hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,
2757,Hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,
1330,Hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,
1332,Hypertension,headache,dizziness,loss of balance,lack of concentration,,
1331,Hypertension,chest pain,dizziness,loss of balance,lack of concentration,,
3394,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2373,Hyperthyroidism,fatigue,weight loss,restlessness,sweating,diarrhoea,fast heart rate
2375,Hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate
2374,Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate
2376,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate
2377,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate
4419,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2378,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2379,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3681,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3025,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4501,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
329,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
328,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
327,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate
326,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate
325,Hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate
2984,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
324,Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate
2492,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
323,Hyperthyroidism,fatigue,weight loss,restlessness,sweating,diarrhoea,fast heart rate
322,Hyperthyroidism,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate
321,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
320,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2372,Hyperthyroidism,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate
4788,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3722,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2371,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4460,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2370,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1556,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate
1555,Hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate
1554,Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate
1553,Hyperthyroidism,fatigue,weight loss,restlessness,sweating,diarrhoea,fast heart rate
4296,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4870,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1552,Hyperthyroidism,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate
1551,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1550,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1963,Hyperthyroidism,fatigue,weight loss,restlessness,sweating,diarrhoea,fast heart rate
3886,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3189,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1964,Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate
1965,Hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate
4255,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1966,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate
3312,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4214,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3927,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4911,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3230,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1969,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1968,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1557,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate
3066,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1558,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4091,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3763,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3804,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4378,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1140,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1141,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3107,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1142,Hyperthyroidism,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate
1143,Hyperthyroidism,fatigue,weight loss,restlessness,sweating,diarrhoea,fast heart rate
1144,Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate
1145,Hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate
1146,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate
1147,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate
1148,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1149,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2533,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3353,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3845,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1960,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4337,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3148,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4829,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1961,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1962,Hyperthyroidism,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate
1559,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3435,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1967,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate
2861,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4542,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2738,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3558,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2697,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4747,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4132,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2574,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2656,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3271,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4583,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4706,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3599,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3476,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
730,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
731,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
732,Hyperthyroidism,mood swings,weight loss,restlessness,sweating,diarrhoea,fast heart rate
733,Hyperthyroidism,fatigue,weight loss,restlessness,sweating,diarrhoea,fast heart rate
734,Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate
735,Hyperthyroidism,fatigue,mood swings,weight loss,sweating,diarrhoea,fast heart rate
736,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,diarrhoea,fast heart rate
4050,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2902,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
737,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,fast heart rate
739,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
738,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2779,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2943,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2615,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
2820,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3517,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3968,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4009,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4665,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
3640,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4173,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
4624,Hyperthyroidism,fatigue,mood swings,weight loss,restlessness,sweating,diarrhoea
1159,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3354,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1158,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred and distorted vision
1157,Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred and distorted vision
1151,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1156,Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred and distorted vision
1155,Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred and distorted vision
4092,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1154,Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred and distorted vision
1153,Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision
1152,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3846,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1150,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2780,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1976,Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred and distorted vision
4666,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1970,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3764,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1971,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2903,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1972,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3805,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4379,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2534,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1973,Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision
1974,Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred and distorted vision
1975,Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred and distorted vision
3108,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3231,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1978,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred and distorted vision
1977,Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred and distorted vision
4338,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1979,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3600,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4256,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2739,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4625,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4215,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3559,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1569,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4174,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3190,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2698,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3887,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3313,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4871,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3518,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1568,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred and distorted vision
4133,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4297,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1567,Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred and distorted vision
3149,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4707,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2821,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4584,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4830,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3272,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3477,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1560,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2657,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1565,Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred and distorted vision
1566,Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred and distorted vision
2862,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2616,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4912,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3928,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
334,Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred and distorted vision
3395,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
749,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2380,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2381,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2382,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2383,Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision
2384,Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred and distorted vision
3641,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
744,Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred and distorted vision
4051,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2385,Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred and distorted vision
2386,Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred and distorted vision
2387,Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred and distorted vision
2388,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred and distorted vision
2389,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2944,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
745,Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred and distorted vision
4420,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4543,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
746,Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred and distorted vision
3723,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
747,Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred and distorted vision
4748,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
748,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred and distorted vision
4461,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3026,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3067,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
3682,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1563,Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision
4789,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1562,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2493,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2985,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2575,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1564,Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred and distorted vision
740,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
330,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
742,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
339,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
337,Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred and distorted vision
3969,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
743,Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision
332,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
331,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
741,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
338,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred and distorted vision
4010,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
335,Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred and distorted vision
3436,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
4502,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
336,Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred and distorted vision
333,Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision
1561,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
2696,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
312,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
3885,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
313,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
2532,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1548,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,puffy face and eyes
2983,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4008,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4623,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
314,Hypothyroidism,fatigue,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
3434,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
311,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
310,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4090,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4869,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4295,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2819,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4131,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4746,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1549,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3680,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
318,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,puffy face and eyes
315,Hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face and eyes
4172,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1545,Hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face and eyes
3516,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1546,Hypothyroidism,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face and eyes
3926,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4664,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4500,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1547,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,dizziness,puffy face and eyes
1544,Hypothyroidism,fatigue,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
4254,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3639,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2491,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2573,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4213,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2942,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2778,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
319,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2737,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3229,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3557,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3311,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
317,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,dizziness,puffy face and eyes
316,Hypothyroidism,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face and eyes
3188,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4541,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2614,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1543,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
1957,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,dizziness,puffy face and eyes
4377,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1130,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1131,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1132,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
1133,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
2901,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1134,Hypothyroidism,fatigue,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
1136,Hypothyroidism,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face and eyes
1137,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,dizziness,puffy face and eyes
4049,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1139,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3106,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3270,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1135,Hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face and eyes
3393,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4828,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3803,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2369,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2368,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,puffy face and eyes
2367,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,dizziness,puffy face and eyes
2366,Hypothyroidism,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face and eyes
2365,Hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face and eyes
2364,Hypothyroidism,fatigue,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
1956,Hypothyroidism,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face and eyes
2363,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
2361,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2360,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
